check,pass,details
delivery_known_trip/S010-FOD-01,True,
delivery_known_trip/S010-MED-01,True,
delivery_known_trip/S010-WAT-01,True,
delivery_known_trip/S011-FOD-01,True,
delivery_known_trip/S011-MED-01,True,
delivery_known_trip/S011-WAT-01,True,
delivery_known_trip/S012-FOD-01,True,
delivery_known_trip/S012-MED-01,True,
delivery_known_trip/S012-WAT-01,True,
delivery_known_trip/S013-FOD-01,True,
delivery_known_trip/S013-MED-01,True,
delivery_known_trip/S013-WAT-01,True,
delivery_known_trip/S014-FOD-01,True,
delivery_known_trip/S014-MED-01,True,
delivery_known_trip/S014-WAT-01,True,
delivery_known_trip/S015-FOD-01,True,
delivery_known_trip/S015-MED-01,True,
delivery_known_trip/S015-WAT-01,True,
Q2-001/known_model,True,
Q2-001/compatible_drone,True,
Q2-001/compatible_battery,True,
Q2-001/valid_stops,True,
Q2-001/has_boxes,True,
Q2-001/known_boxes,True,
Q2-001/stop_box_matching,True,
Q2-001/capacity_mass,True,
Q2-001/capacity_volume,True,
Q2-001/finite_times_energy,True,
Q2-001/nonnegative_start,True,
Q2-001/leg1_nonnegative_altitudes,True,
Q2-001/leg1_mass_range,True,
Q2-001/S001_nonempty_delivery,True,
S001-MED-01/service_id,True,
S001-MED-01/handoff_completed_time,True,0.0
S001-MED-01/during_trip,True,
S001-MED-01/hard_deadline,True,2691.4269156280156
S001-MED-02/service_id,True,
S001-MED-02/handoff_completed_time,True,0.0
S001-MED-02/during_trip,True,
S001-MED-02/hard_deadline,True,2661.4269156280156
S001-WAT-08/service_id,True,
S001-WAT-08/handoff_completed_time,True,0.0
S001-WAT-08/during_trip,True,
Q2-001/leg2_nonnegative_altitudes,True,
Q2-001/leg2_mass_range,True,
Q2-001/empty_return,True,
Q2-001/return_time_recalculation,True,0.0
Q2-001/energy_recalculation,True,0.0
Q2-001/source_reserve_floor,True,0.7190342941285077
Q2-001/all_boxes_unloaded,True,
Q2-001/charging_duration_nonnegative,True,
Q2-002/known_model,True,
Q2-002/compatible_drone,True,
Q2-002/compatible_battery,True,
Q2-002/valid_stops,True,
Q2-002/has_boxes,True,
Q2-002/known_boxes,True,
Q2-002/stop_box_matching,True,
Q2-002/capacity_mass,True,
Q2-002/capacity_volume,True,
Q2-002/finite_times_energy,True,
Q2-002/nonnegative_start,True,
Q2-002/leg1_nonnegative_altitudes,True,
Q2-002/leg1_mass_range,True,
Q2-002/S006_nonempty_delivery,True,
S006-WAT-01/service_id,True,
S006-WAT-01/handoff_completed_time,True,0.0
S006-WAT-01/during_trip,True,
S006-WAT-01/hard_deadline,True,2694.497569604844
S006-FOD-01/service_id,True,
S006-FOD-01/handoff_completed_time,True,0.0
S006-FOD-01/during_trip,True,
Q2-002/leg2_nonnegative_altitudes,True,
Q2-002/leg2_mass_range,True,
Q2-002/empty_return,True,
Q2-002/return_time_recalculation,True,0.0
Q2-002/energy_recalculation,True,0.0
Q2-002/source_reserve_floor,True,0.6984337006173458
Q2-002/all_boxes_unloaded,True,
Q2-002/charging_duration_nonnegative,True,
Q2-003/known_model,True,
Q2-003/compatible_drone,True,
Q2-003/compatible_battery,True,
Q2-003/valid_stops,True,
Q2-003/has_boxes,True,
Q2-003/known_boxes,True,
Q2-003/stop_box_matching,True,
Q2-003/capacity_mass,True,
Q2-003/capacity_volume,True,
Q2-003/finite_times_energy,True,
Q2-003/nonnegative_start,True,
Q2-003/leg1_nonnegative_altitudes,True,
Q2-003/leg1_mass_range,True,
Q2-003/S007_nonempty_delivery,True,
S007-MED-01/service_id,True,
S007-MED-01/handoff_completed_time,True,0.0
S007-MED-01/during_trip,True,
S007-MED-01/hard_deadline,True,2458.647957729608
Q2-003/leg2_nonnegative_altitudes,True,
Q2-003/leg2_mass_range,True,
Q2-003/S003_nonempty_delivery,True,
S003-MED-01/service_id,True,
S003-MED-01/handoff_completed_time,True,0.0
S003-MED-01/during_trip,True,
S003-MED-01/hard_deadline,True,5601.179972561357
S003-WAT-03/service_id,True,
S003-WAT-03/handoff_completed_time,True,0.0
S003-WAT-03/during_trip,True,
Q2-003/leg3_nonnegative_altitudes,True,
Q2-003/leg3_mass_range,True,
Q2-003/empty_return,True,
Q2-003/return_time_recalculation,True,0.0
Q2-003/energy_recalculation,True,0.0
Q2-003/source_reserve_floor,True,0.32783186264066067
Q2-003/all_boxes_unloaded,True,
Q2-003/charging_duration_nonnegative,True,
Q2-004/known_model,True,
Q2-004/compatible_drone,True,
Q2-004/compatible_battery,True,
Q2-004/valid_stops,True,
Q2-004/has_boxes,True,
Q2-004/known_boxes,True,
Q2-004/stop_box_matching,True,
Q2-004/capacity_mass,True,
Q2-004/capacity_volume,True,
Q2-004/finite_times_energy,True,
Q2-004/nonnegative_start,True,
Q2-004/leg1_nonnegative_altitudes,True,
Q2-004/leg1_mass_range,True,
Q2-004/S010_nonempty_delivery,True,
S010-FOD-01/service_id,True,
S010-FOD-01/handoff_completed_time,True,0.0
S010-FOD-01/during_trip,True,
Q2-004/leg2_nonnegative_altitudes,True,
Q2-004/leg2_mass_range,True,
Q2-004/S014_nonempty_delivery,True,
S014-FOD-01/service_id,True,
S014-FOD-01/handoff_completed_time,True,0.0
S014-FOD-01/during_trip,True,
Q2-004/leg3_nonnegative_altitudes,True,
Q2-004/leg3_mass_range,True,
Q2-004/empty_return,True,
Q2-004/return_time_recalculation,True,0.0
Q2-004/energy_recalculation,True,4.440892098500626e-16
Q2-004/source_reserve_floor,True,0.4485831462188693
Q2-004/all_boxes_unloaded,True,
Q2-004/charging_duration_nonnegative,True,
Q2-005/known_model,True,
Q2-005/compatible_drone,True,
Q2-005/compatible_battery,True,
Q2-005/valid_stops,True,
Q2-005/has_boxes,True,
Q2-005/known_boxes,True,
Q2-005/stop_box_matching,True,
Q2-005/capacity_mass,True,
Q2-005/capacity_volume,True,
Q2-005/finite_times_energy,True,
Q2-005/nonnegative_start,True,
Q2-005/leg1_nonnegative_altitudes,True,
Q2-005/leg1_mass_range,True,
Q2-005/S006_nonempty_delivery,True,
S006-WAT-02/service_id,True,
S006-WAT-02/handoff_completed_time,True,0.0
S006-WAT-02/during_trip,True,
S006-HYG-01/service_id,True,
S006-HYG-01/handoff_completed_time,True,0.0
S006-HYG-01/during_trip,True,
Q2-005/leg2_nonnegative_altitudes,True,
Q2-005/leg2_mass_range,True,
Q2-005/empty_return,True,
Q2-005/return_time_recalculation,True,0.0
Q2-005/energy_recalculation,True,2.220446049250313e-16
Q2-005/source_reserve_floor,True,0.7154622762870082
Q2-005/all_boxes_unloaded,True,
Q2-005/charging_duration_nonnegative,True,
Q2-006/known_model,True,
Q2-006/compatible_drone,True,
Q2-006/compatible_battery,True,
Q2-006/valid_stops,True,
Q2-006/has_boxes,True,
Q2-006/known_boxes,True,
Q2-006/stop_box_matching,True,
Q2-006/capacity_mass,True,
Q2-006/capacity_volume,True,
Q2-006/finite_times_energy,True,
Q2-006/nonnegative_start,True,
Q2-006/leg1_nonnegative_altitudes,True,
Q2-006/leg1_mass_range,True,
Q2-006/S001_nonempty_delivery,True,
S001-WAT-03/service_id,True,
S001-WAT-03/handoff_completed_time,True,0.0
S001-WAT-03/during_trip,True,
S001-WAT-06/service_id,True,
S001-WAT-06/handoff_completed_time,True,0.0
S001-WAT-06/during_trip,True,
Q2-006/leg2_nonnegative_altitudes,True,
Q2-006/leg2_mass_range,True,
Q2-006/empty_return,True,
Q2-006/return_time_recalculation,True,0.0
Q2-006/energy_recalculation,True,2.220446049250313e-16
Q2-006/source_reserve_floor,True,0.6948955960085669
Q2-006/all_boxes_unloaded,True,
Q2-006/charging_duration_nonnegative,True,
Q2-007/known_model,True,
Q2-007/compatible_drone,True,
Q2-007/compatible_battery,True,
Q2-007/valid_stops,True,
Q2-007/has_boxes,True,
Q2-007/known_boxes,True,
Q2-007/stop_box_matching,True,
Q2-007/capacity_mass,True,
Q2-007/capacity_volume,True,
Q2-007/finite_times_energy,True,
Q2-007/nonnegative_start,True,
Q2-007/leg1_nonnegative_altitudes,True,
Q2-007/leg1_mass_range,True,
Q2-007/S007_nonempty_delivery,True,
S007-WAT-01/service_id,True,
S007-WAT-01/handoff_completed_time,True,2.2737367544323206e-13
S007-WAT-01/during_trip,True,
S007-WAT-01/hard_deadline,True,2426.2567713350536
S007-WAT-02/service_id,True,
S007-WAT-02/handoff_completed_time,True,2.2737367544323206e-13
S007-WAT-02/during_trip,True,
S007-FOD-01/service_id,True,
S007-FOD-01/handoff_completed_time,True,2.2737367544323206e-13
S007-FOD-01/during_trip,True,
S007-HYG-01/service_id,True,
S007-HYG-01/handoff_completed_time,True,2.2737367544323206e-13
S007-HYG-01/during_trip,True,
Q2-007/leg2_nonnegative_altitudes,True,
Q2-007/leg2_mass_range,True,
Q2-007/empty_return,True,
Q2-007/return_time_recalculation,True,0.0
Q2-007/energy_recalculation,True,0.0
Q2-007/source_reserve_floor,True,0.5805217034680334
Q2-007/all_boxes_unloaded,True,
Q2-007/charging_duration_nonnegative,True,
Q2-008/known_model,True,
Q2-008/compatible_drone,True,
Q2-008/compatible_battery,True,
Q2-008/valid_stops,True,
Q2-008/has_boxes,True,
Q2-008/known_boxes,True,
Q2-008/stop_box_matching,True,
Q2-008/capacity_mass,True,
Q2-008/capacity_volume,True,
Q2-008/finite_times_energy,True,
Q2-008/nonnegative_start,True,
Q2-008/leg1_nonnegative_altitudes,True,
Q2-008/leg1_mass_range,True,
Q2-008/S005_nonempty_delivery,True,
S005-WAT-01/service_id,True,
S005-WAT-01/handoff_completed_time,True,0.0
S005-WAT-01/during_trip,True,
S005-WAT-01/hard_deadline,True,9636.76973773711
S005-WAT-02/service_id,True,
S005-WAT-02/handoff_completed_time,True,0.0
S005-WAT-02/during_trip,True,
S005-WAT-03/service_id,True,
S005-WAT-03/handoff_completed_time,True,0.0
S005-WAT-03/during_trip,True,
S005-FOD-01/service_id,True,
S005-FOD-01/handoff_completed_time,True,0.0
S005-FOD-01/during_trip,True,
S005-HYG-01/service_id,True,
S005-HYG-01/handoff_completed_time,True,0.0
S005-HYG-01/during_trip,True,
Q2-008/leg2_nonnegative_altitudes,True,
Q2-008/leg2_mass_range,True,
Q2-008/empty_return,True,
Q2-008/return_time_recalculation,True,0.0
Q2-008/energy_recalculation,True,0.0
Q2-008/source_reserve_floor,True,0.4840673580569107
Q2-008/all_boxes_unloaded,True,
Q2-008/charging_duration_nonnegative,True,
Q2-009/known_model,True,
Q2-009/compatible_drone,True,
Q2-009/compatible_battery,True,
Q2-009/valid_stops,True,
Q2-009/has_boxes,True,
Q2-009/known_boxes,True,
Q2-009/stop_box_matching,True,
Q2-009/capacity_mass,True,
Q2-009/capacity_volume,True,
Q2-009/finite_times_energy,True,
Q2-009/nonnegative_start,True,
Q2-009/leg1_nonnegative_altitudes,True,
Q2-009/leg1_mass_range,True,
Q2-009/S002_nonempty_delivery,True,
S002-WAT-03/service_id,True,
S002-WAT-03/handoff_completed_time,True,0.0
S002-WAT-03/during_trip,True,
S002-FOD-02/service_id,True,
S002-FOD-02/handoff_completed_time,True,0.0
S002-FOD-02/during_trip,True,
Q2-009/leg2_nonnegative_altitudes,True,
Q2-009/leg2_mass_range,True,
Q2-009/empty_return,True,
Q2-009/return_time_recalculation,True,0.0
Q2-009/energy_recalculation,True,0.0
Q2-009/source_reserve_floor,True,0.3527272852845592
Q2-009/all_boxes_unloaded,True,
Q2-009/charging_duration_nonnegative,True,
Q2-010/known_model,True,
Q2-010/compatible_drone,True,
Q2-010/compatible_battery,True,
Q2-010/valid_stops,True,
Q2-010/has_boxes,True,
Q2-010/known_boxes,True,
Q2-010/stop_box_matching,True,
Q2-010/capacity_mass,True,
Q2-010/capacity_volume,True,
Q2-010/finite_times_energy,True,
Q2-010/nonnegative_start,True,
Q2-010/leg1_nonnegative_altitudes,True,
Q2-010/leg1_mass_range,True,
Q2-010/S001_nonempty_delivery,True,
S001-WAT-01/service_id,True,
S001-WAT-01/handoff_completed_time,True,2.2737367544323206e-13
S001-WAT-01/during_trip,True,
S001-WAT-01/hard_deadline,True,1565.055308176804
S001-WAT-07/service_id,True,
S001-WAT-07/handoff_completed_time,True,0.0
S001-WAT-07/during_trip,True,
Q2-010/leg2_nonnegative_altitudes,True,
Q2-010/leg2_mass_range,True,
Q2-010/empty_return,True,
Q2-010/return_time_recalculation,True,0.0
Q2-010/energy_recalculation,True,2.220446049250313e-16
Q2-010/source_reserve_floor,True,0.6948955960085669
Q2-010/all_boxes_unloaded,True,
Q2-010/charging_duration_nonnegative,True,
Q2-011/known_model,True,
Q2-011/compatible_drone,True,
Q2-011/compatible_battery,True,
Q2-011/valid_stops,True,
Q2-011/has_boxes,True,
Q2-011/known_boxes,True,
Q2-011/stop_box_matching,True,
Q2-011/capacity_mass,True,
Q2-011/capacity_volume,True,
Q2-011/finite_times_energy,True,
Q2-011/nonnegative_start,True,
Q2-011/leg1_nonnegative_altitudes,True,
Q2-011/leg1_mass_range,True,
Q2-011/S006_nonempty_delivery,True,
S006-MED-01/service_id,True,
S006-MED-01/handoff_completed_time,True,0.0
S006-MED-01/during_trip,True,
S006-MED-01/hard_deadline,True,1383.5980675275423
S006-WAT-03/service_id,True,
S006-WAT-03/handoff_completed_time,True,0.0
S006-WAT-03/during_trip,True,
Q2-011/leg2_nonnegative_altitudes,True,
Q2-011/leg2_mass_range,True,
Q2-011/empty_return,True,
Q2-011/return_time_recalculation,True,0.0
Q2-011/energy_recalculation,True,0.0
Q2-011/source_reserve_floor,True,0.708540820929271
Q2-011/all_boxes_unloaded,True,
Q2-011/charging_duration_nonnegative,True,
Q2-012/known_model,True,
Q2-012/compatible_drone,True,
Q2-012/compatible_battery,True,
Q2-012/valid_stops,True,
Q2-012/has_boxes,True,
Q2-012/known_boxes,True,
Q2-012/stop_box_matching,True,
Q2-012/capacity_mass,True,
Q2-012/capacity_volume,True,
Q2-012/finite_times_energy,True,
Q2-012/nonnegative_start,True,
Q2-012/leg1_nonnegative_altitudes,True,
Q2-012/leg1_mass_range,True,
Q2-012/S014_nonempty_delivery,True,
S014-WAT-01/service_id,True,
S014-WAT-01/handoff_completed_time,True,4.547473508864641e-13
S014-WAT-01/during_trip,True,
S014-WAT-01/hard_deadline,True,1043.7602333819868
S014-MED-01/service_id,True,
S014-MED-01/handoff_completed_time,True,4.547473508864641e-13
S014-MED-01/during_trip,True,
S014-MED-01/hard_deadline,True,1013.7602333819868
Q2-012/leg2_nonnegative_altitudes,True,
Q2-012/leg2_mass_range,True,
Q2-012/empty_return,True,
Q2-012/return_time_recalculation,True,0.0
Q2-012/energy_recalculation,True,4.440892098500626e-16
Q2-012/source_reserve_floor,True,0.49089390249620735
Q2-012/all_boxes_unloaded,True,
Q2-012/charging_duration_nonnegative,True,
Q2-013/known_model,True,
Q2-013/compatible_drone,True,
Q2-013/compatible_battery,True,
Q2-013/valid_stops,True,
Q2-013/has_boxes,True,
Q2-013/known_boxes,True,
Q2-013/stop_box_matching,True,
Q2-013/capacity_mass,True,
Q2-013/capacity_volume,True,
Q2-013/finite_times_energy,True,
Q2-013/nonnegative_start,True,
Q2-013/leg1_nonnegative_altitudes,True,
Q2-013/leg1_mass_range,True,
Q2-013/S002_nonempty_delivery,True,
S002-MED-01/service_id,True,
S002-MED-01/handoff_completed_time,True,0.0
S002-MED-01/during_trip,True,
S002-MED-01/hard_deadline,True,481.49328306658845
S002-WAT-01/service_id,True,
S002-WAT-01/handoff_completed_time,True,0.0
S002-WAT-01/during_trip,True,
S002-WAT-01/hard_deadline,True,445.49328306658845
S002-WAT-02/service_id,True,
S002-WAT-02/handoff_completed_time,True,0.0
S002-WAT-02/during_trip,True,
S002-WAT-04/service_id,True,
S002-WAT-04/handoff_completed_time,True,0.0
S002-WAT-04/during_trip,True,
S002-FOD-01/service_id,True,
S002-FOD-01/handoff_completed_time,True,0.0
S002-FOD-01/during_trip,True,
S002-HYG-01/service_id,True,
S002-HYG-01/handoff_completed_time,True,0.0
S002-HYG-01/during_trip,True,
Q2-013/leg2_nonnegative_altitudes,True,
Q2-013/leg2_mass_range,True,
Q2-013/empty_return,True,
Q2-013/return_time_recalculation,True,4.547473508864641e-13
Q2-013/energy_recalculation,True,0.0
Q2-013/source_reserve_floor,True,0.2683660387291713
Q2-013/all_boxes_unloaded,True,
Q2-013/charging_duration_nonnegative,True,
Q2-014/known_model,True,
Q2-014/compatible_drone,True,
Q2-014/compatible_battery,True,
Q2-014/valid_stops,True,
Q2-014/has_boxes,True,
Q2-014/known_boxes,True,
Q2-014/stop_box_matching,True,
Q2-014/capacity_mass,True,
Q2-014/capacity_volume,True,
Q2-014/finite_times_energy,True,
Q2-014/nonnegative_start,True,
Q2-014/leg1_nonnegative_altitudes,True,
Q2-014/leg1_mass_range,True,
Q2-014/S001_nonempty_delivery,True,
S001-WAT-02/service_id,True,
S001-WAT-02/handoff_completed_time,True,0.0
S001-WAT-02/during_trip,True,
S001-WAT-04/service_id,True,
S001-WAT-04/handoff_completed_time,True,0.0
S001-WAT-04/during_trip,True,
S001-HYG-01/service_id,True,
S001-HYG-01/handoff_completed_time,True,0.0
S001-HYG-01/during_trip,True,
S001-HYG-02/service_id,True,
S001-HYG-02/handoff_completed_time,True,0.0
S001-HYG-02/during_trip,True,
Q2-014/leg2_nonnegative_altitudes,True,
Q2-014/leg2_mass_range,True,
Q2-014/S013_nonempty_delivery,True,
S013-MED-01/service_id,True,
S013-MED-01/handoff_completed_time,True,0.0
S013-MED-01/during_trip,True,
S013-MED-01/hard_deadline,True,117.83422542215749
S013-WAT-01/service_id,True,
S013-WAT-01/handoff_completed_time,True,0.0
S013-WAT-01/during_trip,True,
S013-WAT-01/hard_deadline,True,81.83422542215749
S013-FOD-01/service_id,True,
S013-FOD-01/handoff_completed_time,True,0.0
S013-FOD-01/during_trip,True,
Q2-014/leg3_nonnegative_altitudes,True,
Q2-014/leg3_mass_range,True,
Q2-014/empty_return,True,
Q2-014/return_time_recalculation,True,0.0
Q2-014/energy_recalculation,True,0.0
Q2-014/source_reserve_floor,True,0.4769039834093698
Q2-014/all_boxes_unloaded,True,
Q2-014/charging_duration_nonnegative,True,
Q2-015/known_model,True,
Q2-015/compatible_drone,True,
Q2-015/compatible_battery,True,
Q2-015/valid_stops,True,
Q2-015/has_boxes,True,
Q2-015/known_boxes,True,
Q2-015/stop_box_matching,True,
Q2-015/capacity_mass,True,
Q2-015/capacity_volume,True,
Q2-015/finite_times_energy,True,
Q2-015/nonnegative_start,True,
Q2-015/leg1_nonnegative_altitudes,True,
Q2-015/leg1_mass_range,True,
Q2-015/S010_nonempty_delivery,True,
S010-MED-01/service_id,True,
S010-MED-01/handoff_completed_time,True,4.547473508864641e-13
S010-MED-01/during_trip,True,
S010-MED-01/hard_deadline,True,269.7031497293442
S010-WAT-01/service_id,True,
S010-WAT-01/handoff_completed_time,True,4.547473508864641e-13
S010-WAT-01/during_trip,True,
S010-WAT-01/hard_deadline,True,239.7031497293442
Q2-015/leg2_nonnegative_altitudes,True,
Q2-015/leg2_mass_range,True,
Q2-015/empty_return,True,
Q2-015/return_time_recalculation,True,0.0
Q2-015/energy_recalculation,True,0.0
Q2-015/source_reserve_floor,True,0.5655867425257546
Q2-015/all_boxes_unloaded,True,
Q2-015/charging_duration_nonnegative,True,
Q2-016/known_model,True,
Q2-016/compatible_drone,True,
Q2-016/compatible_battery,True,
Q2-016/valid_stops,True,
Q2-016/has_boxes,True,
Q2-016/known_boxes,True,
Q2-016/stop_box_matching,True,
Q2-016/capacity_mass,True,
Q2-016/capacity_volume,True,
Q2-016/finite_times_energy,True,
Q2-016/nonnegative_start,True,
Q2-016/leg1_nonnegative_altitudes,True,
Q2-016/leg1_mass_range,True,
Q2-016/S012_nonempty_delivery,True,
S012-WAT-01/service_id,True,
S012-WAT-01/handoff_completed_time,True,0.0
S012-WAT-01/during_trip,True,
S012-WAT-01/hard_deadline,True,32.328362491415646
S012-MED-01/service_id,True,
S012-MED-01/handoff_completed_time,True,0.0
S012-MED-01/during_trip,True,
S012-MED-01/hard_deadline,True,2.328362491415646
S012-FOD-01/service_id,True,
S012-FOD-01/handoff_completed_time,True,0.0
S012-FOD-01/during_trip,True,
Q2-016/leg2_nonnegative_altitudes,True,
Q2-016/leg2_mass_range,True,
Q2-016/empty_return,True,
Q2-016/return_time_recalculation,True,0.0
Q2-016/energy_recalculation,True,4.440892098500626e-16
Q2-016/source_reserve_floor,True,0.3118964252996277
Q2-016/all_boxes_unloaded,True,
Q2-016/charging_duration_nonnegative,True,
Q2-017/known_model,True,
Q2-017/compatible_drone,True,
Q2-017/compatible_battery,True,
Q2-017/valid_stops,True,
Q2-017/has_boxes,True,
Q2-017/known_boxes,True,
Q2-017/stop_box_matching,True,
Q2-017/capacity_mass,True,
Q2-017/capacity_volume,True,
Q2-017/finite_times_energy,True,
Q2-017/nonnegative_start,True,
Q2-017/leg1_nonnegative_altitudes,True,
Q2-017/leg1_mass_range,True,
Q2-017/S001_nonempty_delivery,True,
S001-WAT-05/service_id,True,
S001-WAT-05/handoff_completed_time,True,0.0
S001-WAT-05/during_trip,True,
Q2-017/leg2_nonnegative_altitudes,True,
Q2-017/leg2_mass_range,True,
Q2-017/S009_nonempty_delivery,True,
S009-MED-01/service_id,True,
S009-MED-01/handoff_completed_time,True,0.0
S009-MED-01/during_trip,True,
S009-MED-01/hard_deadline,True,6946.631148593684
Q2-017/leg3_nonnegative_altitudes,True,
Q2-017/leg3_mass_range,True,
Q2-017/S005_nonempty_delivery,True,
S005-MED-01/service_id,True,
S005-MED-01/handoff_completed_time,True,0.0
S005-MED-01/during_trip,True,
S005-MED-01/hard_deadline,True,6433.857922464466
Q2-017/leg4_nonnegative_altitudes,True,
Q2-017/leg4_mass_range,True,
Q2-017/empty_return,True,
Q2-017/return_time_recalculation,True,0.0
Q2-017/energy_recalculation,True,4.440892098500626e-16
Q2-017/source_reserve_floor,True,0.39680615256438856
Q2-017/all_boxes_unloaded,True,
Q2-017/charging_duration_nonnegative,True,
Q2-018/known_model,True,
Q2-018/compatible_drone,True,
Q2-018/compatible_battery,True,
Q2-018/valid_stops,True,
Q2-018/has_boxes,True,
Q2-018/known_boxes,True,
Q2-018/stop_box_matching,True,
Q2-018/capacity_mass,True,
Q2-018/capacity_volume,True,
Q2-018/finite_times_energy,True,
Q2-018/nonnegative_start,True,
Q2-018/leg1_nonnegative_altitudes,True,
Q2-018/leg1_mass_range,True,
Q2-018/S008_nonempty_delivery,True,
S008-WAT-01/service_id,True,
S008-WAT-01/handoff_completed_time,True,0.0
S008-WAT-01/during_trip,True,
S008-WAT-01/hard_deadline,True,3093.0631081113515
S008-HYG-01/service_id,True,
S008-HYG-01/handoff_completed_time,True,0.0
S008-HYG-01/during_trip,True,
Q2-018/leg2_nonnegative_altitudes,True,
Q2-018/leg2_mass_range,True,
Q2-018/empty_return,True,
Q2-018/return_time_recalculation,True,0.0
Q2-018/energy_recalculation,True,0.0
Q2-018/source_reserve_floor,True,0.30913968618372245
Q2-018/all_boxes_unloaded,True,
Q2-018/charging_duration_nonnegative,True,
Q2-019/known_model,True,
Q2-019/compatible_drone,True,
Q2-019/compatible_battery,True,
Q2-019/valid_stops,True,
Q2-019/has_boxes,True,
Q2-019/known_boxes,True,
Q2-019/stop_box_matching,True,
Q2-019/capacity_mass,True,
Q2-019/capacity_volume,True,
Q2-019/finite_times_energy,True,
Q2-019/nonnegative_start,True,
Q2-019/leg1_nonnegative_altitudes,True,
Q2-019/leg1_mass_range,True,
Q2-019/S015_nonempty_delivery,True,
S015-MED-01/service_id,True,
S015-MED-01/handoff_completed_time,True,9.094947017729282e-13
S015-MED-01/during_trip,True,
S015-MED-01/hard_deadline,True,2470.0945686830364
S015-FOD-01/service_id,True,
S015-FOD-01/handoff_completed_time,True,9.094947017729282e-13
S015-FOD-01/during_trip,True,
Q2-019/leg2_nonnegative_altitudes,True,
Q2-019/leg2_mass_range,True,
Q2-019/S008_nonempty_delivery,True,
S008-MED-01/service_id,True,
S008-MED-01/handoff_completed_time,True,9.094947017729282e-13
S008-MED-01/during_trip,True,
S008-MED-01/hard_deadline,True,1678.2160511021902
Q2-019/leg3_nonnegative_altitudes,True,
Q2-019/leg3_mass_range,True,
Q2-019/empty_return,True,
Q2-019/return_time_recalculation,True,9.094947017729282e-13
Q2-019/energy_recalculation,True,0.0
Q2-019/source_reserve_floor,True,0.20413342867827433
Q2-019/all_boxes_unloaded,True,
Q2-019/charging_duration_nonnegative,True,
Q2-020/known_model,True,
Q2-020/compatible_drone,True,
Q2-020/compatible_battery,True,
Q2-020/valid_stops,True,
Q2-020/has_boxes,True,
Q2-020/known_boxes,True,
Q2-020/stop_box_matching,True,
Q2-020/capacity_mass,True,
Q2-020/capacity_volume,True,
Q2-020/finite_times_energy,True,
Q2-020/nonnegative_start,True,
Q2-020/leg1_nonnegative_altitudes,True,
Q2-020/leg1_mass_range,True,
Q2-020/S008_nonempty_delivery,True,
S008-WAT-02/service_id,True,
S008-WAT-02/handoff_completed_time,True,0.0
S008-WAT-02/during_trip,True,
S008-FOD-01/service_id,True,
S008-FOD-01/handoff_completed_time,True,0.0
