row,trip_id,phase,start_s,end_s,is_boundary,mode,relay_id,min_margin_bound_db,pass
1,Q3-T-001,爬升,390.0,390.0,True,直连,,45.92517525248826,True
2,Q3-T-001,爬升,390.0,390.34184672371094,False,直连,,45.925175252488266,True
3,Q3-T-001,爬升,390.34184672371094,390.34184672371094,True,直连,,46.38238674364702,True
4,Q3-T-001,爬升,390.34184672371094,399.60265609712184,False,直连,,56.38238674364702,True
5,Q3-T-001,爬升,399.60265609712184,399.60265609712184,True,直连,,63.04826031558974,True
6,Q3-T-001,爬升,399.60265609712184,400.5743917449054,False,直连,,60.56487003084809,True
7,Q3-T-001,爬升,400.5743917449054,400.5743917449054,True,直连,,60.56487003084809,True
8,Q3-T-001,爬升,400.5743917449054,408.6860501935803,False,直连,,50.80570620510426,True
9,Q3-T-001,爬升,408.6860501935803,408.6860501935803,True,直连,,50.80570620510426,True
10,Q3-T-001,爬升,408.6860501935803,417.99820232145794,False,直连,,45.82290764368433,True
11,Q3-T-001,爬升,417.99820232145794,417.99820232145794,True,直连,,45.82290764368433,True
12,Q3-T-001,爬升,417.99820232145794,544.7491292317709,False,直连,,28.99327751164469,True
13,Q3-T-001,爬升,544.7491292317709,544.7491292317709,True,直连,,28.993277511644692,True
14,Q3-T-001,巡航,544.7491292317709,655.942685290213,False,直连,,18.984105892306307,True
15,Q3-T-001,巡航,655.942685290213,655.942685290213,True,直连,,18.984105892306303,True
16,Q3-T-001,巡航,655.942685290213,712.5211720162599,False,直连,,15.661383458466542,True
17,Q3-T-001,巡航,712.5211720162599,712.5211720162599,True,直连,,15.661383458466545,True
18,Q3-T-001,巡航,712.5211720162599,744.679230704014,False,直连,,14.198276974111387,True
19,Q3-T-001,巡航,744.679230704014,744.679230704014,True,直连,,14.198276974111394,True
20,Q3-T-001,巡航,744.679230704014,775.3192355258584,False,直连,,12.995650817982913,True
21,Q3-T-001,巡航,775.3192355258584,775.3192355258584,True,直连,,12.99565081798292,True
22,Q3-T-001,巡航,775.3192355258584,807.4812216815566,False,直连,,11.88660820803809,True
23,Q3-T-001,巡航,807.4812216815566,807.4812216815566,True,直连,,1.8866082080380977,True
24,Q3-T-001,巡航,807.4812216815566,850.0622859390267,False,直连,,0.6039553662587789,True
25,Q3-T-001,巡航,850.0622859390267,850.0622859390267,True,直连,,0.6039553662587736,True
26,Q3-T-001,巡航,850.0622859390267,864.805648987166,False,直连,,0.19999999999992113,True
27,Q3-T-001,巡航,864.805648987166,864.805648987166,True,直连,,0.19999999999991758,True
28,Q3-T-001,巡航,864.805648987166,872.3593191455775,False,直连,,1.3002932064409833e-12,True
29,Q3-T-001,巡航,872.3593191455775,872.3593191455775,True,直连,,1.3073986337985843e-12,True
30,Q3-T-001,巡航,872.3593191455775,996.3826174162434,False,中继,Q3-R-002@K2-G1,17.998924736741962,True
31,Q3-T-001,巡航,996.3826174162434,996.3826174162434,True,中继,Q3-R-002@K2-G1,18.394163000679598,True
32,Q3-T-001,下降,996.3826174162434,1009.6881913327535,False,中继,Q3-R-002@K2-G1,18.388092044691213,True
33,Q3-T-001,下降,1009.6881913327535,1009.6881913327535,True,中继,Q3-R-002@K2-G1,18.38809204469122,True
34,Q3-T-001,下降,1009.6881913327535,1012.854052548932,False,中继,Q3-R-002@K2-G1,18.384166520329934,True
35,Q3-T-001,下降,1012.854052548932,1012.854052548932,True,中继,Q3-R-002@K2-G1,18.384166520329927,True
36,Q3-T-001,下降,1012.854052548932,1016.7672078373787,False,中继,Q3-R-002@K2-G1,18.378002686311554,True
37,Q3-T-001,下降,1016.7672078373787,1016.7672078373787,True,中继,Q3-R-002@K2-G1,18.37800268631156,True
38,Q3-T-001,下降,1016.7672078373787,1092.7615724943685,False,中继,Q3-R-002@K2-G1,17.98787094572583,True
39,Q3-T-001,下降,1092.7615724943685,1092.7615724943685,True,中继,Q3-R-002@K2-G1,17.98787094572583,True
40,Q3-T-001,投送交接,1092.7615724943685,1225.977956606348,False,中继,Q3-R-002@K2-G1,17.98787094572583,True
41,Q3-T-001,投送交接,1225.977956606348,1225.977956606348,True,中继,Q3-R-002@K2-G1,17.98787094572583,True
42,Q3-T-001,投送交接,1225.977956606348,1302.7615724943685,False,中继,Q3-R-002@K2-G1,17.98787094572583,True
43,Q3-T-001,投送交接,1302.7615724943685,1302.7615724943685,True,中继,Q3-R-002@K2-G1,17.98787094572583,True
