model_id,box_count,weight_kg,volume_m3,outbound_horizontal_kwh,inbound_horizontal_kwh,outbound_climb_kwh,inbound_climb_kwh,energy_kwh,outbound_flight_s,inbound_flight_s,flight_time_s,preparation_load_s,handoff_s,airborne_service_s,operation_time_s,reserve_fraction,return_soc_fraction,energy_margin_kwh,payload_utilization,volume_utilization,service_id,box_ids,composition,trip_id
C,9,78.0,0.224,1.9511584763395735,0.9396857980056922,0.08136487663898469,0.02356011173852285,2.995769262722773,306.26953866457967,311.89953866457967,618.1690773291593,570.0,504.0,1122.1690773291593,1692.1690773291593,0.3,0.6255288421596534,2.6042307372772266,0.975,0.896,S001,S001-FOD-01;S001-FOD-02;S001-FOD-03;S001-HYG-01;S001-MED-01;S001-MED-02;S001-WAT-01;S001-WAT-02;S001-WAT-03,"(2, 3, 1, 3)",Q1-001
C,6,76.0,0.17,1.8740717899833972,0.9396857980056922,0.0802646078541438,0.02356011173852285,2.9175823075817555,306.26953866457967,311.89953866457967,618.1690773291593,480.0,396.0,1014.1690773291593,1494.1690773291593,0.3,0.6353022115522806,2.682417692418244,0.95,0.68,S001,S001-HYG-02;S001-WAT-04;S001-WAT-05;S001-WAT-06;S001-WAT-07;S001-WAT-08,"(0, 0, 1, 5)",Q1-002
C,5,39.0,0.13,2.792150349508652,2.28040321694898,0.07470507368717196,0.023665309298515323,5.170923949443319,611.3161924076305,620.4961924076305,1231.8123848152609,450.0,360.0,1591.8123848152609,2041.8123848152609,0.3,0.35363450631958515,0.42907605055668085,0.4875,0.52,S002,S002-FOD-01;S002-FOD-02;S002-HYG-01;S002-MED-01;S002-WAT-01,"(1, 2, 1, 1)",Q1-003
C,3,42.0,0.081,2.8678186075941476,2.28040321694898,0.07676306469783784,0.023665309298515323,5.2486501985394804,611.3161924076305,620.4961924076305,1231.8123848152609,390.0,288.0,1519.8123848152609,1909.8123848152609,0.3,0.34391872518256494,0.3513498014605192,0.525,0.324,S002,S002-WAT-02;S002-WAT-03;S002-WAT-04,"(0, 0, 0, 3)",Q1-004
C,5,39.0,0.13,2.736343136971706,2.234824386632553,0.17891873370323183,0.059075574973424284,5.209161832280915,769.5056748022876,790.5856748022875,1560.091349604575,450.0,360.0,1920.091349604575,2370.091349604575,0.3,0.3488547709648856,0.3908381677190844,0.4875,0.52,S003,S003-FOD-01;S003-FOD-02;S003-HYG-01;S003-MED-01;S003-WAT-01,"(1, 2, 1, 1)",Q1-005
C,3,42.0,0.081,2.810498999937784,2.234824386632553,0.18384762443885805,0.059075574973424284,5.288246585982619,769.5056748022876,790.5856748022875,1560.091349604575,390.0,288.0,1848.091349604575,2238.091349604575,0.3,0.33896917675217264,0.31175341401738077,0.525,0.324,S003,S003-WAT-02;S003-WAT-03;S003-WAT-04,"(0, 0, 0, 3)",Q1-006
B,2,17.0,0.039,1.3486556070349962,1.1020994927310237,0.08396107875103422,0.041806215033001366,2.5765223935500554,672.4684851983059,679.1751518649726,1351.6436370632784,360.0,210.0,1561.6436370632784,1921.6436370632784,0.3,0.35586940161248615,0.2234776064499444,0.5666666666666667,0.5342465753424658,S004,S004-MED-01;S004-WAT-01,"(1, 0, 0, 1)",Q1-007
C,4,42.0,0.117,2.9852143103169193,2.3737527535745127,0.11457615502732596,0.044957760473950704,5.518500979392709,707.4983462416002,717.5583462416001,1425.0566924832003,420.0,324.0,1749.0566924832003,2169.0566924832005,0.3,0.3101873775759114,0.08149902060729097,0.525,0.468,S004,S004-FOD-01;S004-HYG-01;S004-WAT-02;S004-WAT-03,"(0, 1, 1, 2)",Q1-008
C,6,59.0,0.156,2.4656844556814796,1.624802134422475,0.09694124503224691,0.03476502437082927,4.222192859507031,497.2302622628905,503.9602622628905,1001.190524525781,480.0,396.0,1397.190524525781,1877.190524525781,0.3,0.4722258925616212,1.377807140492969,0.7375,0.624,S005,S005-FOD-01;S005-HYG-01;S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03,"(1, 1, 1, 3)",Q1-009
C,6,59.0,0.156,1.4877426159524147,0.9803717472042289,0.11630255148362055,0.013570950271987913,2.5979878649122523,333.42193398083816,352.13193398083814,685.5538679616764,480.0,396.0,1081.5538679616764,1561.5538679616764,0.3,0.6752515168859685,3.0020121350877473,0.7375,0.624,S006,S006-FOD-01;S006-HYG-01;S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03,"(1, 1, 1, 3)",Q1-010
C,5,45.0,0.129,1.8053217808781394,1.3952186359430814,0.16710679415378574,0.04324716902828217,3.4108943800032887,537.7432286649463,559.8232286649462,1097.5664573298925,450.0,360.0,1457.5664573298925,1907.5664573298925,0.3,0.573638202499589,2.189105619996711,0.5625,0.516,S007,S007-FOD-01;S007-HYG-01;S007-MED-01;S007-WAT-01;S007-WAT-02,"(1, 1, 1, 2)",Q1-011
C,3,31.0,0.066,2.856931691279157,2.4858563422840576,0.09364016518395743,0.02698678137289684,5.46341498012007,687.6906065427308,702.0106065427307,1389.7012130854614,390.0,288.0,1677.7012130854614,2067.7012130854614,0.3,0.3170731274849913,0.13658501987992988,0.3875,0.264,S008,S008-MED-01;S008-WAT-01;S008-WAT-02,"(1, 0, 0, 2)",Q1-012
B,2,14.0,0.063,1.3367875348821754,1.1541475874890268,0.07331588750775656,0.0250950041378869,2.589346014016846,661.1423844968323,670.689051163499,1331.8314356603314,360.0,210.0,1541.8314356603314,1901.8314356603314,0.3,0.35266349649578854,0.210653985983154,0.4666666666666667,0.863013698630137,S008,S008-FOD-01;S008-HYG-01,"(0, 1, 1, 0)",Q1-013
B,3,25.0,0.067,1.2092749882304006,0.8150207088967192,0.056383285770416264,0.015554751528633965,2.09623373442617,460.8108665443804,467.63086654438047,928.4417330887609,390.0,240.0,1168.4417330887609,1558.4417330887609,0.3,0.4759415663934575,0.7037662655738299,0.8333333333333334,0.9178082191780823,S009,S009-FOD-01;S009-MED-01;S009-WAT-01,"(1, 1, 1)",Q1-014
B,3,25.0,0.067,1.0141319797597177,0.6834992645205689,0.10489088245391848,0.020673571355607767,1.8231956980898127,455.226449582255,470.15311624892166,925.3795658311767,390.0,240.0,1165.3795658311767,1555.3795658311767,0.3,0.5442010754775468,0.9768043019101871,0.8333333333333334,0.9178082191780823,S010,S010-FOD-01;S010-MED-01;S010-WAT-01,"(1, 1, 1)",Q1-015
B,3,25.0,0.067,0.5952055481725894,0.4011534618116637,0.05710978542327882,0.020482970027923583,1.0739517654354556,276.3969027842452,282.02356945091185,558.420472235157,390.0,240.0,798.420472235157,1188.420472235157,0.3,0.7315120586411361,1.7260482345645443,0.8333333333333334,0.9178082191780823,S011,S011-FOD-01;S011-MED-01;S011-WAT-01,"(1, 1, 1)",Q1-016
B,3,25.0,0.067,1.5665047613828214,1.0557845267110244,0.09728283887863161,0.0328421718290117,2.7524142988014892,641.3001753720457,651.4401753720457,1292.7403507440913,390.0,240.0,1532.7403507440913,1922.7403507440913,0.3,0.3118964252996277,0.04758570119851058,0.8333333333333334,0.9178082191780823,S012,S012-FOD-01;S012-MED-01;S012-WAT-01,"(1, 1, 1)",Q1-017
B,3,25.0,0.067,1.0278560067142137,0.6927489110329301,0.09247349620819094,0.011680858372582332,1.8247592723279171,432.7694958843778,447.70282921771116,880.4723251020889,390.0,240.0,1120.472325102089,1510.4723251020891,0.3,0.5438101819180208,0.9752407276720827,0.8333333333333334,0.9178082191780823,S013,S013-FOD-01;S013-MED-01;S013-WAT-01,"(1, 1, 1)",Q1-018
B,3,25.0,0.067,1.1487506481674126,0.7742288368876671,0.15813426643371584,0.05927473061879475,2.14038848210759,612.4348748574739,627.3215415241405,1239.7564163816144,390.0,240.0,1479.7564163816144,1869.7564163816144,0.3,0.4649028794731025,0.6596115178924098,0.8333333333333334,0.9178082191780823,S014,S014-FOD-01;S014-MED-01;S014-WAT-01,"(1, 1, 1)",Q1-019
B,3,25.0,0.067,1.2737619412527068,0.8584832816600414,0.15127130886077883,0.023936292510562472,2.307452824284089,587.5783187134881,610.6983187134881,1198.2766374269763,390.0,240.0,1438.2766374269763,1828.2766374269763,0.3,0.42313679392897774,0.4925471757159108,0.8333333333333334,0.9178082191780823,S015,S015-FOD-01;S015-MED-01;S015-WAT-01,"(1, 1, 1)",Q1-020
