box_id,trip_id,service_id,model_id,drone_id,delivery_complete_s,expected_s,hard_deadline_s,first_deadline_s,is_first_batch,is_medical,priority,tardiness_s,hard_slack_s,weight_kg,volume_m3
S001-FOD-01,Q2-026,S001,A,U03,5808.0537250063135,7200.0,,,False,False,10,0.0,,8.0,0.028
S001-FOD-02,Q2-021,S001,A,U04,5207.948525546747,7200.0,,,False,False,10,0.0,,8.0,0.028
S001-FOD-03,Q2-026,S001,A,U03,5838.0537250063135,7200.0,,,False,False,10,0.0,,8.0,0.028
S001-HYG-01,Q2-014,S001,C,U07,2945.8359959944723,10800.0,,,False,False,8,0.0,,6.0,0.035
S001-HYG-02,Q2-014,S001,C,U07,2981.8359959944723,10800.0,,,False,False,8,0.0,,6.0,0.035
S001-MED-01,Q2-001,S001,A,U01,908.5730843719844,3600.0,3600.0,3600.0,True,True,24,0.0,2691.4269156280156,3.0,0.012
S001-MED-02,Q2-001,S001,A,U01,938.5730843719844,3600.0,3600.0,,False,True,24,0.0,2661.4269156280156,3.0,0.012
S001-WAT-01,Q2-010,S001,B,U05,2034.9446918231959,3600.0,3600.0,3600.0,True,False,12,0.0,1565.0553081768041,14.0,0.027
S001-WAT-02,Q2-014,S001,C,U07,2873.8359959944723,3600.0,,,False,False,12,0.0,,14.0,0.027
S001-WAT-03,Q2-006,S001,B,U06,827.6734369800093,3600.0,,,False,False,12,0.0,,14.0,0.027
S001-WAT-04,Q2-014,S001,C,U07,2909.8359959944723,3600.0,,,False,False,12,0.0,,14.0,0.027
S001-WAT-05,Q2-017,S001,A,U03,3390.7344178582457,3600.0,,,False,False,12,0.0,,14.0,0.027
S001-WAT-06,Q2-006,S001,B,U06,857.6734369800093,3600.0,,,False,False,12,0.0,,14.0,0.027
S001-WAT-07,Q2-010,S001,B,U05,2064.944691823196,3600.0,,,False,False,12,0.0,,14.0,0.027
S001-WAT-08,Q2-001,S001,A,U01,968.5730843719844,3600.0,,,False,False,12,0.0,,14.0,0.027
S002-FOD-01,Q2-013,S002,C,U08,3262.5067169334116,7200.0,,,False,False,10,0.0,,8.0,0.028
S002-FOD-02,Q2-009,S002,B,U06,2309.387357342584,7200.0,,,False,False,10,0.0,,8.0,0.028
S002-HYG-01,Q2-013,S002,C,U08,3298.5067169334116,10800.0,,,False,False,8,0.0,,6.0,0.035
S002-MED-01,Q2-013,S002,C,U08,3118.5067169334116,3600.0,3600.0,3600.0,True,True,24,0.0,481.49328306658845,3.0,0.012
